attachment_id,filename,post_id,slug,page_title,status,widget_id,widget_type,local_work_card,current_alt,same_widget_visible_text,nearest_context_id,nearest_context_type,nearest_context_visible_text,customer_name_quote_job_fields,rating_fields,local_work_marker
46,concrete-tesimonial-4-camden-46.webp,1455,concrete-efflorescence,Concrete Efflorescence,draft,c8fd6c0,image,no,Concrete tesimonial 4 camden in the context of Concrete Efflorescence,[],39e500e,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""What must be verified for Concrete Efflorescence""],[""elements[0].elements[1].settings.editor"",""efflorescence-guide lists source authority; efflorescence-guide marks the evidence owner. efflorescence-guide logs the council; efflorescence-guide holds the citation. efflorescence-guide verifies engineer manufacturer; efflorescence-guide keeps provenance visible. efflorescence-guide checks or operator; efflorescence-guide retains the source. efflorescence-guide lists record supporting; efflorescence-guide identifies the record owner. efflorescence-guide separates the statement; efflorescence-guide keeps the basis explicit. efflorescence-guide notes unresolved source authority; efflorescence-guide keeps it open.""]]",[],[],
46,concrete-tesimonial-4-camden-46.webp,1459,concrete-vs-pavers,Concrete vs Pavers,draft,694de8b,image,no,Concrete tesimonial 4 camden in the context of Concrete vs Pavers,[],48dd072,container,"[[""elements[1].elements[0].settings.title.value.content.value"",""What Concrete vs Pavers cannot decide""],[""elements[1].elements[1].settings.editor"",""vs-pavers-review names source date; vs-pavers-review holds the citation. vs-pavers-review records when the; vs-pavers-review links the supporting record. vs-pavers-review cites governing record; vs-pavers-review carries the source date. vs-pavers-review dates was issued; vs-pavers-review marks the evidence owner. vs-pavers-review tracks and when; vs-pavers-review stores the reference. vs-pavers-review notes it was; vs-pavers-review flags the authority. vs-pavers-review documents last checked; vs-pavers-review preserves attribution. vs-pavers-review separates unresolved source date; vs-pavers-review keeps it open.""]]",[],[],
46,concrete-tesimonial-4-camden-46.webp,1462,diy-concrete-vs-hiring-a-concreter,DIY Concrete vs Hiring A Concreter,draft,37364f5,image,no,Concrete tesimonial 4 camden in the context of DIY Concrete vs Hiring A Concreter,[],39e500e,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""What DIY Concrete vs Hiring A Concreter includes""],[""elements[0].elements[1].settings.editor"",""diy-vs-hiring-review names source authority; diy-vs-hiring-review links the supporting record. diy-vs-hiring-review checks the council; diy-vs-hiring-review flags the authority. diy-vs-hiring-review lists engineer manufacturer; diy-vs-hiring-review preserves attribution. diy-vs-hiring-review separates or operator; diy-vs-hiring-review holds the citation. diy-vs-hiring-review names record supporting; diy-vs-hiring-review keeps provenance visible. diy-vs-hiring-review attributes the statement; diy-vs-hiring-review retains the source. diy-vs-hiring-review tests unresolved source authority; diy-vs-hiring-review keeps it open.""]]",[],[],
46,concrete-tesimonial-4-camden-46.webp,1469,shed-and-garage-slabs-oran-park,Shed and Garage Slabs Oran Park,draft,8aac8e0,image,no,Concrete tesimonial 4 camden in the context of Shed and Garage Slabs Oran Park,[],47eb6dc,container,"[[""elements[0].elements[0].settings.title"",""The verified Oran Park condition""],[""elements[0].elements[1].settings.editor"",""oran-shed scope verifies fill history; oran-shed scope keeps provenance visible. oran-shed scope cites whether placed; oran-shed scope preserves attribution. oran-shed scope dates fill is; oran-shed scope holds the citation. oran-shed scope tracks documented tested; oran-shed scope keeps provenance visible. oran-shed scope notes and suitable; oran-shed scope retains the source. oran-shed scope documents for the; oran-shed scope identifies the record owner. oran-shed scope tests proposed work; oran-shed scope keeps the basis explicit. oran-shed scope documents unresolved fill history; oran-shed scope keeps it open.""]]",[],[],
46,concrete-tesimonial-4-camden-46.webp,1478,concrete-patios-gledswood-hills,Concrete Patios and Alfresco Slabs Gledswood Hills,draft,51342c0b,image,no,Concrete tesimonial 4 camden in the context of Concrete Patios and Alfresco Slabs Gledswood Hills,[],43cf37f4,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Why concrete patios and alfresco slabs differs in Gledswood Hills""],[""elements[0].elements[1].settings.editor"",""gledswood-patio scope cites intended use; gledswood-patio scope carries the source date. gledswood-patio scope dates the loading; gledswood-patio scope leaves an audit trail. gledswood-patio scope tracks traffic and; gledswood-patio scope links the supporting record. gledswood-patio scope notes finished purpose; gledswood-patio scope carries the source date. gledswood-patio scope documents stated for; gledswood-patio scope marks the evidence owner. gledswood-patio scope tests the concrete; gledswood-patio scope stores the reference. gledswood-patio scope separates unresolved intended use; gledswood-patio scope keeps it open.""]]",[],[],
46,concrete-tesimonial-4-camden-46.webp,1489,concrete-driveways-edmondson-park,Concrete Driveways Edmondson Park,draft,015aff8,image,no,Concrete tesimonial 4 camden in the context of Concrete Driveways Edmondson Park,[],2a65f1f,container,"[[""elements[0].settings.title"",""The verified Edmondson Park condition""],[""elements[1].settings.editor"",""edmondson-driveway scope lists intended use; edmondson-driveway scope keeps the basis explicit. edmondson-driveway scope separates the loading; edmondson-driveway scope retains the source. edmondson-driveway scope names traffic and; edmondson-driveway scope identifies the record owner. edmondson-driveway scope attributes finished purpose; edmondson-driveway scope keeps the basis explicit. edmondson-driveway scope states stated for; edmondson-driveway scope leaves an audit trail. edmondson-driveway scope maps the concrete; edmondson-driveway scope links the supporting record. edmondson-driveway scope documents unresolved intended use; edmondson-driveway scope keeps it open.""]]",[],[],
46,concrete-tesimonial-4-camden-46.webp,1492,concrete-driveway-replacement-mount-annan,Concrete Driveway Replacement Mount Annan,draft,fbc5b30,image,no,Concrete tesimonial 4 camden in the context of Concrete Driveway Replacement Mount Annan,[],5140093,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Concrete Driveway Replacement Mount Annan process and specification""],[""elements[0].elements[1].settings.editor"",""mount-replacement scope lists decision owner; mount-replacement scope leaves an audit trail. mount-replacement scope cites the person; mount-replacement scope carries the source date. mount-replacement scope dates or authority; mount-replacement scope marks the evidence owner. mount-replacement scope tracks responsible for; mount-replacement scope stores the reference. mount-replacement scope notes accepting the; mount-replacement scope flags the authority. mount-replacement scope documents documented decision; mount-replacement scope preserves attribution. mount-replacement scope states unresolved decision owner; mount-replacement scope keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,12,homepage,Concreters Camden,publish,b751729,image-box,no,Concrete testimonial 6 camden in the context of Concreters Camden,"[[""title_text"",""Patios & Alfresco""],[""description_text"",""Outdoor entertaining areas""]]",6b2cdf8,container,"[[""elements[0].settings.title_text"",""Paths & Pathways""],[""elements[0].settings.description_text"",""Footpaths, side access, garden paths""],[""elements[1].settings.title_text"",""Patios & Alfresco""],[""elements[1].settings.description_text"",""Outdoor entertaining areas""],[""elements[2].settings.title_text"",""Coloured & Decorative""],[""elements[2].settings.description_text"",""Coloured, stencil, honed finishes""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,195,concrete-patios-south-west-sydney,Concrete Patios and Alfresco Slabs South West Sydney,publish,2f9d916e,image,no,Concrete testimonial 6 camden in the context of Concrete Patios and Alfresco Slabs South West Sydney,[],4c7f49fd,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Ground support for concrete patios and alfresco slabs""],[""elements[0].elements[1].settings.editor"",""alfresco-slab scope cites source authority; alfresco-slab scope keeps provenance visible. alfresco-slab scope states the council; alfresco-slab scope leaves an audit trail. alfresco-slab scope maps engineer manufacturer; alfresco-slab scope links the supporting record. alfresco-slab scope records or operator; alfresco-slab scope carries the source date. alfresco-slab scope cites record supporting; alfresco-slab scope marks the evidence owner. alfresco-slab scope dates the statement; alfresco-slab scope stores the reference. alfresco-slab scope lists unresolved source authority; alfresco-slab scope keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1126,concreters-harrington-park,Concreters Harrington Park,publish,a86c195,image-box,no,Concrete testimonial 6 camden in the context of Concreters Harrington Park,"[[""title_text"",""Concrete Driveways in Harrington Park""],[""description_text"",""New driveways, replacements, council crossovers""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways in Harrington Park""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs in Harrington Park""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate in Harrington Park""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1367,shed-and-garage-slabs-south-west-sydney,Shed and Garage Slabs South West Sydney,publish,ae41c11,image,no,Concrete testimonial 6 camden in the context of Shed and Garage Slabs South West Sydney,[],8dd3b78,container,"[[""elements[0].elements[0].settings.title"",""What shed and garage slabs covers in South West Sydney""],[""elements[0].elements[1].settings.editor"",""shed-slab scope measures decision owner; shed-slab scope leaves an audit trail. shed-slab scope attributes the person; shed-slab scope carries the source date. shed-slab scope states or authority; shed-slab scope marks the evidence owner. shed-slab scope maps responsible for; shed-slab scope stores the reference. shed-slab scope records accepting the; shed-slab scope flags the authority. shed-slab scope cites documented decision; shed-slab scope preserves attribution. shed-slab scope lists unresolved decision owner; shed-slab scope keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1371,concreters-catherine-field,Concreters Catherine Field,draft,e6c2ed7,image-box,no,Concrete testimonial 6 camden in the context of Concreters Catherine Field,"[[""title_text"",""Paths & Pathways""],[""description_text"",""Side access, garden and front paths""]]",98fbeea,container,"[[""elements[0].settings.title_text"",""Patios & Alfresco""],[""elements[0].settings.description_text"",""Outdoor entertaining areas""],[""elements[1].settings.title_text"",""Paths & Pathways""],[""elements[1].settings.description_text"",""Side access, garden and front paths""],[""elements[2].settings.title_text"",""Coloured & Decorative""],[""elements[2].settings.description_text"",""Coloured, stencil, honed finishes""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1387,concreters-edmondson-park,Concreters Edmondson Park,draft,7bcc8c0,image,no,Concrete testimonial 6 camden in the context of Concreters Edmondson Park,[],47d44bf,container,"[[""elements[1].elements[0].elements[0].settings.title.value.content.value"",""Driveway approvals for Edmondson Park""],[""elements[1].elements[0].elements[1].settings.editor"",""The verified approval path for Edmondson Park is: Liverpool City Council vehicle crossing application. Strata common property works need owners corporation approval and usually a committee resolution before you start. The recorded Edmondson Park council specification is reproduced without alteration: REQUIRED-RESEARCH: confirm Liverpool City Council vehicle crossing specification, widths, strength and fee schedule at liverpool.nsw.gov.au. Before crossover work in Edmondson Park starts, the governing lot and application path are checked. The related vehicle-crossing requirements guide records the council-level process. Edmondson Park uses the engineered fill and why new estate slabs crack reference for Edmondson Park when the Edmondson Park evidence reaches that topic; the lot record still controls the decision.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1411,concreters-raby,Concreters Raby,draft,a86c195,image-box,no,Concrete testimonial 6 camden in the context of Concreters Raby,"[[""title_text"",""Concrete Driveways""],[""description_text"",""New driveways, replacements, council crossovers""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1422,concreters-menangle,Concreters Menangle,draft,516941f,image-box,no,Concrete testimonial 6 camden in the context of Concreters Menangle,"[[""title_text"",""Concrete Slabs""],[""description_text"",""Shed, garage, extension and house slabs, based properly""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1439,exposed-aggregate-cost,Exposed Aggregate Cost,draft,694de8b,image,no,Concrete testimonial 6 camden in the context of Exposed Aggregate Cost,[],48dd072,container,"[[""elements[1].elements[0].settings.title.value.content.value"",""Site inputs affecting Exposed Aggregate Cost""],[""elements[1].elements[1].settings.editor"",""exposed-aggregate-cost-guide attributes source date; exposed-aggregate-cost-guide keeps the basis explicit. exposed-aggregate-cost-guide cites when the; exposed-aggregate-cost-guide flags the authority. exposed-aggregate-cost-guide dates governing record; exposed-aggregate-cost-guide preserves attribution. exposed-aggregate-cost-guide tracks was issued; exposed-aggregate-cost-guide holds the citation. exposed-aggregate-cost-guide notes and when; exposed-aggregate-cost-guide keeps provenance visible. exposed-aggregate-cost-guide documents it was; exposed-aggregate-cost-guide retains the source. exposed-aggregate-cost-guide tests last checked; exposed-aggregate-cost-guide identifies the record owner. exposed-aggregate-cost-guide names unresolved source date; exposed-aggregate-cost-guide keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1441,shed-slab-cost,Shed Slab Cost,draft,694de8b,image,no,Concrete testimonial 6 camden in the context of Shed Slab Cost,[],48dd072,container,"[[""elements[1].elements[0].settings.title.value.content.value"",""Site inputs affecting Shed Slab Cost""],[""elements[1].elements[1].settings.editor"",""shed-slab-cost-guide measures source date; shed-slab-cost-guide flags the authority. shed-slab-cost-guide lists when the; shed-slab-cost-guide keeps the basis explicit. shed-slab-cost-guide separates governing record; shed-slab-cost-guide leaves an audit trail. shed-slab-cost-guide names was issued; shed-slab-cost-guide links the supporting record. shed-slab-cost-guide attributes and when; shed-slab-cost-guide carries the source date. shed-slab-cost-guide states it was; shed-slab-cost-guide marks the evidence owner. shed-slab-cost-guide maps last checked; shed-slab-cost-guide stores the reference. shed-slab-cost-guide tests unresolved source date; shed-slab-cost-guide keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1455,concrete-efflorescence,Concrete Efflorescence,draft,694de8b,image,no,Concrete testimonial 6 camden in the context of Concrete Efflorescence,[],48dd072,container,"[[""elements[1].elements[0].settings.title.value.content.value"",""Site inputs affecting Concrete Efflorescence""],[""elements[1].elements[1].settings.editor"",""efflorescence-guide dates source date; efflorescence-guide keeps provenance visible. efflorescence-guide tests when the; efflorescence-guide carries the source date. efflorescence-guide measures governing record; efflorescence-guide marks the evidence owner. efflorescence-guide logs was issued; efflorescence-guide stores the reference. efflorescence-guide verifies and when; efflorescence-guide flags the authority. efflorescence-guide checks it was; efflorescence-guide preserves attribution. efflorescence-guide lists last checked; efflorescence-guide holds the citation. efflorescence-guide cites unresolved source date; efflorescence-guide keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1459,concrete-vs-pavers,Concrete vs Pavers,draft,66ea3ba,image,no,Concrete testimonial 6 camden in the context of Concrete vs Pavers,[],15665b9,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Site variables for Concrete vs Pavers""],[""elements[0].elements[1].settings.editor"",""vs-pavers-review notes site identity; vs-pavers-review leaves an audit trail. vs-pavers-review states the address; vs-pavers-review keeps provenance visible. vs-pavers-review maps lot and; vs-pavers-review retains the source. vs-pavers-review records work area; vs-pavers-review identifies the record owner. vs-pavers-review cites to which; vs-pavers-review keeps the basis explicit. vs-pavers-review dates the evidence; vs-pavers-review leaves an audit trail. vs-pavers-review tracks applies; vs-pavers-review links the supporting record. vs-pavers-review verifies unresolved site identity; vs-pavers-review keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1462,diy-concrete-vs-hiring-a-concreter,DIY Concrete vs Hiring A Concreter,draft,c8fd6c0,image,no,Concrete testimonial 6 camden in the context of DIY Concrete vs Hiring A Concreter,[],39e500e,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""What DIY Concrete vs Hiring A Concreter includes""],[""elements[0].elements[1].settings.editor"",""diy-vs-hiring-review names source authority; diy-vs-hiring-review links the supporting record. diy-vs-hiring-review checks the council; diy-vs-hiring-review flags the authority. diy-vs-hiring-review lists engineer manufacturer; diy-vs-hiring-review preserves attribution. diy-vs-hiring-review separates or operator; diy-vs-hiring-review holds the citation. diy-vs-hiring-review names record supporting; diy-vs-hiring-review keeps provenance visible. diy-vs-hiring-review attributes the statement; diy-vs-hiring-review retains the source. diy-vs-hiring-review tests unresolved source authority; diy-vs-hiring-review keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1489,concrete-driveways-edmondson-park,Concrete Driveways Edmondson Park,draft,5e63315,image,no,Concrete testimonial 6 camden in the context of Concrete Driveways Edmondson Park,[],2a65f1f,container,"[[""elements[0].settings.title"",""The verified Edmondson Park condition""],[""elements[1].settings.editor"",""edmondson-driveway scope lists intended use; edmondson-driveway scope keeps the basis explicit. edmondson-driveway scope separates the loading; edmondson-driveway scope retains the source. edmondson-driveway scope names traffic and; edmondson-driveway scope identifies the record owner. edmondson-driveway scope attributes finished purpose; edmondson-driveway scope keeps the basis explicit. edmondson-driveway scope states stated for; edmondson-driveway scope leaves an audit trail. edmondson-driveway scope maps the concrete; edmondson-driveway scope links the supporting record. edmondson-driveway scope documents unresolved intended use; edmondson-driveway scope keeps it open.""]]",[],[],
47,concrete-testimonial-6-camden-47.webp,1492,concrete-driveway-replacement-mount-annan,Concrete Driveway Replacement Mount Annan,draft,d91bcc2,image,no,Concrete testimonial 6 camden in the context of Concrete Driveway Replacement Mount Annan,[],f4f418c,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Concrete Driveway Replacement Mount Annan cost inputs""],[""elements[0].elements[1].settings.editor"",""mount-replacement scope dates source authority; mount-replacement scope flags the authority. mount-replacement scope maps the council; mount-replacement scope retains the source. mount-replacement scope records engineer manufacturer; mount-replacement scope identifies the record owner. mount-replacement scope cites or operator; mount-replacement scope keeps the basis explicit. mount-replacement scope dates record supporting; mount-replacement scope leaves an audit trail. mount-replacement scope tracks the statement; mount-replacement scope links the supporting record. mount-replacement scope separates unresolved source authority; mount-replacement scope keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,12,homepage,Concreters Camden,publish,1542538,image,no,Concrete testimonial 3 camden in the context of Concreters Camden,[],dbb6996,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Camden ground, levels and council requirements""],[""elements[0].elements[1].settings.editor"",""Camden township material belongs on this homepage rather than a competing suburb page: the Argyle, John, Murray and Oxley street heritage conservation area changes how access and streetscape work must be considered.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,195,concrete-patios-south-west-sydney,Concrete Patios and Alfresco Slabs South West Sydney,publish,54b2712e,image,no,Concrete testimonial 3 camden in the context of Concrete Patios and Alfresco Slabs South West Sydney,[],7b9a39e3,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Reinforcement for concrete patios and alfresco slabs""],[""elements[0].elements[1].settings.editor"",""alfresco-slab scope verifies source date; alfresco-slab scope links the supporting record. alfresco-slab scope names when the; alfresco-slab scope holds the citation. alfresco-slab scope attributes governing record; alfresco-slab scope keeps provenance visible. alfresco-slab scope states was issued; alfresco-slab scope retains the source. alfresco-slab scope maps and when; alfresco-slab scope identifies the record owner. alfresco-slab scope records it was; alfresco-slab scope keeps the basis explicit. alfresco-slab scope cites last checked; alfresco-slab scope leaves an audit trail. alfresco-slab scope logs unresolved source date; alfresco-slab scope keeps it open.""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1126,concreters-harrington-park,Concreters Harrington Park,publish,516941f,image-box,no,Concrete testimonial 3 camden in the context of Concreters Harrington Park,"[[""title_text"",""Concrete Slabs in Harrington Park""],[""description_text"",""Shed, garage, extension and house slabs, based properly""]]",9e36728,container,"[[""elements[0].settings.title_text"",""Concrete Driveways in Harrington Park""],[""elements[0].settings.description_text"",""New driveways, replacements, council crossovers""],[""elements[1].settings.title_text"",""Concrete Slabs in Harrington Park""],[""elements[1].settings.description_text"",""Shed, garage, extension and house slabs, based properly""],[""elements[2].settings.title_text"",""Exposed Aggregate in Harrington Park""],[""elements[2].settings.description_text"",""The premium textured, non-slip finish with real kerb appeal""]]",[],[],
48,concrete-testimonial-3-camden-48.webp,1367,shed-and-garage-slabs-south-west-sydney,Shed and Garage Slabs South West Sydney,publish,2fc74005,image,no,Concrete testimonial 3 camden in the context of Shed and Garage Slabs South West Sydney,[],30b47498,container,"[[""elements[0].elements[0].settings.title.value.content.value"",""Ground support for shed and garage slabs""],[""elements[0].elements[1].settings.editor"",""shed-slab scope states source authority; shed-slab scope flags the authority. shed-slab scope separates the council; shed-slab scope retains the source. shed-slab scope names engineer manufacturer; shed-slab scope identifies the record owner. shed-slab scope attributes or operator; shed-slab scope keeps the basis explicit. shed-slab scope states record supporting; shed-slab scope leaves an audit trail. shed-slab scope maps the statement; shed-slab scope links the supporting record. shed-slab scope logs unresolved source authority; shed-slab scope keeps it open.""]]",[],[],
