name,bytes,sha256,dims
Image_Placeholder_Hero-1.jpeg,4045,A1004715868617F7BFBE1BA0187B43B00085C5653E80A1AA5929B4D0D692C3FE,1027x835
Image_Placeholder_Hero.jpeg,4045,A1004715868617F7BFBE1BA0187B43B00085C5653E80A1AA5929B4D0D692C3FE,1027x835
logo-3 - Copy.png,1275,7DEC1432F106298C6FD6B11F5679DFE797488A6AB6D864BB8A02EB7FBBBC068E,156x40
logo-3.png,1275,7DEC1432F106298C6FD6B11F5679DFE797488A6AB6D864BB8A02EB7FBBBC068E,156x40
melbournes-west - Copy.png,401632,C8E76C1B5624886E8D9DF56E72276C0BA3B1267F951C5E3EADAB1DD6B9858501,906x680
melbournes-west.png,401632,C8E76C1B5624886E8D9DF56E72276C0BA3B1267F951C5E3EADAB1DD6B9858501,906x680
new-estates-truganina - Copy.jpg,42050,B2CD8415E30BE2C67ED146752EF5B99CBBAFBEF066F3537A3BAF2F35D8614418,645x310
new-estates-truganina.jpg,42050,B2CD8415E30BE2C67ED146752EF5B99CBBAFBEF066F3537A3BAF2F35D8614418,645x310
new-estates-werribee - Copy.jpg,52016,BE1DA5B9F8AB988318EBE10268C8D37977EB5E4060C7F1624153A8196B4B5BA7,534x374
new-estates-werribee.jpg,52016,BE1DA5B9F8AB988318EBE10268C8D37977EB5E4060C7F1624153A8196B4B5BA7,534x374
pathsandpathwasyconcrete - Copy.jpg,54379,8986CBD584233E43FB8878A335665E58F7CDFB4A6E8379706929059A6AA7469A,400x533
pathsandpathwasyconcrete.jpg,54379,8986CBD584233E43FB8878A335665E58F7CDFB4A6E8379706929059A6AA7469A,400x533
patiosandalfrescoconcrete - Copy.jpg,45648,3361151FEF8A013F47F1048DB03C4F188266C6582FB2D465042B642A8475B3A9,399x501
patiosandalfrescoconcrete.jpg,45648,3361151FEF8A013F47F1048DB03C4F188266C6582FB2D465042B642A8475B3A9,399x501
patiosandpathways - Copy.webp,170056,DCDB8E9A2EF823EE70D7A9D68C563A810AD71F3D34334B1185408D6027FE59D0,
patiosandpathways.webp,170056,DCDB8E9A2EF823EE70D7A9D68C563A810AD71F3D34334B1185408D6027FE59D0,
patiosconcrete - Copy.jpg,70241,5BF6AADEC4E31E1CA411C0C06EFF55B171E7C6FE6416F7297209678379AF818B,1300x867
patiosconcrete.jpg,70241,5BF6AADEC4E31E1CA411C0C06EFF55B171E7C6FE6416F7297209678379AF818B,1300x867
pointcook1 - Copy.webp,292200,79E551B9198E61B0FB5E0710AB1702B6BC1A5420423B677F7D7783455F006B0B,
pointcook1.webp,292200,79E551B9198E61B0FB5E0710AB1702B6BC1A5420423B677F7D7783455F006B0B,
pointcook2 - Copy.webp,186250,97B6B103D55D20CE06DC3E301A76FC14CCDA81B44467ED6FC7DBA69D877277B6,
pointcook2.webp,186250,97B6B103D55D20CE06DC3E301A76FC14CCDA81B44467ED6FC7DBA69D877277B6,
pointcook3 - Copy.webp,188520,9BC1733C3EF65354D7069975A20464D8F0B23718F81AB0FF1C98922B6B590CBB,
pointcook3.webp,188520,9BC1733C3EF65354D7069975A20464D8F0B23718F81AB0FF1C98922B6B590CBB,
pouring-a-concrete-slab - Copy.jpg,58277,42817FC0C0D5B950B9C735B4C2A4B39CD279F5391E6A004314B873416D348D93,640x427
pouring-a-concrete-slab.jpg,58277,42817FC0C0D5B950B9C735B4C2A4B39CD279F5391E6A004314B873416D348D93,640x427
reactive-clay-concreter - Copy.jpg,87152,D99C77B7242C4CEDC84CCF101A571722FEDBB8812FD8F29F6497B6BAF6E4A251,738x357
reactive-clay-concreter-1 - Copy.jpg,87152,D99C77B7242C4CEDC84CCF101A571722FEDBB8812FD8F29F6497B6BAF6E4A251,738x357
reactive-clay-concreter-1.jpg,87152,D99C77B7242C4CEDC84CCF101A571722FEDBB8812FD8F29F6497B6BAF6E4A251,738x357
reactive-clay-concreter.jpg,87152,D99C77B7242C4CEDC84CCF101A571722FEDBB8812FD8F29F6497B6BAF6E4A251,738x357
reinforcedheavydutycocnreer - Copy.webp,198238,69025A39229DAA8286D8C09BECDF1D6BEF97D839053C09697050F9D52158A7FC,
reinforcedheavydutycocnreer.webp,198238,69025A39229DAA8286D8C09BECDF1D6BEF97D839053C09697050F9D52158A7FC,
Screenshot 2026-08-18 061842.png,135722,FF4FA2E0380EC07012554490AC37D44600F9FDD70AB40A1495204D1AEC04C1F6,889x724
Screenshot 2026-08-18 061943.png,55505,8AF7231F524115FE3267B2137A8BA729D048462E5024F01DBA8214F8F008BF65,931x814
settlement-cracks - Copy.jpg,9471,0C4A0DAC9DAA964963C3123058CCDF3A7BF6FB12E4C80BF63E3DD8C9FAB3AFEC,640x479
settlement-cracks.jpg,9471,0C4A0DAC9DAA964963C3123058CCDF3A7BF6FB12E4C80BF63E3DD8C9FAB3AFEC,640x479
shedslabconcrete - Copy.jpg,58642,46FDBFC4713043222E89E825ED1B7C08171CEAA4DA87B7869CDD4D41E0F44642,640x480
shedslabconcrete.jpg,58642,46FDBFC4713043222E89E825ED1B7C08171CEAA4DA87B7869CDD4D41E0F44642,640x480
shrinkage-cracks - Copy.jpg,42536,5E3D69F7F22E8FE5A9A5F0F10832E7979D1EFFD2D697DCC60ED668574442E7F8,499x375
shrinkage-cracks.jpg,42536,5E3D69F7F22E8FE5A9A5F0F10832E7979D1EFFD2D697DCC60ED668574442E7F8,499x375
side-access-paths-concrete - Copy.jpg,44253,59D7027B262189CDB8809CE09207BB2090238A1EEECC7FEB48C1AA232F5E785D,399x501
side-access-paths-concrete.jpg,44253,59D7027B262189CDB8809CE09207BB2090238A1EEECC7FEB48C1AA232F5E785D,399x501
stamped-copncrete-melbourne - Copy.jpg,39319,C1B16FB0DDC76DCBE488869D31B4DBD58D6D177305B8AD8838A7AB3B5EC089BA,554x554
stamped-copncrete-melbourne.jpg,39319,C1B16FB0DDC76DCBE488869D31B4DBD58D6D177305B8AD8838A7AB3B5EC089BA,554x554
stencil-concrete-melbourne - Copy.webp,26490,11093A5544C2318AA78AFBD590FCFB9E614256B9CBBABB72F1B2FA82DE4DA9F1,
stencil-concrete-melbourne.webp,26490,11093A5544C2318AA78AFBD590FCFB9E614256B9CBBABB72F1B2FA82DE4DA9F1,
structural-cracks - Copy.jpg,38274,4D08C1B7E7D768647FFDA981D6BB3F87AE4DF1223ED1630CB93F60304225600B,662x463
structural-cracks.jpg,38274,4D08C1B7E7D768647FFDA981D6BB3F87AE4DF1223ED1630CB93F60304225600B,662x463
TARNEIT-SOIL - Copy.jpg,56300,CE6E634522D1A8D6BAEB70E5A22DD353190E350E1D7E9DBC99C3C7B6558A7578,640x480
TARNEIT-SOIL.jpg,56300,CE6E634522D1A8D6BAEB70E5A22DD353190E350E1D7E9DBC99C3C7B6558A7578,640x480
truganina-commercial - Copy.webp,85660,49D592283B5A23E6714DB2177B2E7C184E0222670659887063657F289D7226C7,
truganina-commercial.webp,85660,49D592283B5A23E6714DB2177B2E7C184E0222670659887063657F289D7226C7,
verified-badge - Copy.avif,44358,F9AFBEA580291568A515BCA44AE853253144F4DEE0FC30DFF2878D6D6A9E2D2A,
verified-badge-e1784545609908 - Copy.avif,46237,00DDDB931F87AFEDCEA861DCFC156E199231745ACAE7B8724EFF2642533A5A97,
verified-badge-e1784545609908.avif,46237,00DDDB931F87AFEDCEA861DCFC156E199231745ACAE7B8724EFF2642533A5A97,
verified-badge-e1784545689665 - Copy.avif,43549,485A6BF932EEA92D972EC89D319A5C7C79125D80953F979F57F275B6870D9591,
verified-badge-e1784545689665.avif,43549,485A6BF932EEA92D972EC89D319A5C7C79125D80953F979F57F275B6870D9591,
verified-badge.avif,44358,F9AFBEA580291568A515BCA44AE853253144F4DEE0FC30DFF2878D6D6A9E2D2A,
werribee-town - Copy.jpg,34375,7D42BF6E9DC43E0523487451A0940EDDF27037C37E0A148045973C1D4FA1CB07,515x388
werribee-town.jpg,34375,7D42BF6E9DC43E0523487451A0940EDDF27037C37E0A148045973C1D4FA1CB07,515x388
what-is-a-concrete-slab - Copy.jpg,38673,7A37478164B618F4C9920F8766EEFA00E882BE35A099B51910B66E82B467540C,480x640
what-is-a-concrete-slab.jpg,38673,7A37478164B618F4C9920F8766EEFA00E882BE35A099B51910B66E82B467540C,480x640
what-is-exposed-aggregate - Copy.jpg,82904,D71F3831C11062271A985E7927C92159290CDCFC0EB18B76F90C73B8B9CB1129,517x593
what-is-exposed-aggregate.jpg,82904,D71F3831C11062271A985E7927C92159290CDCFC0EB18B76F90C73B8B9CB1129,517x593
