URL,Page type,Current WordPress status,Current robots setting,Placeholder count,Photo marker count,Verification marker count,Phone verified,Form dependency,Business-evidence dependency,Index-ready,Exact missing evidence,Recommended action
/guides/concrete-strength-grades-explained/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/concrete-vs-pavers-vs-asphalt/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/control-joints-and-saw-cut-timing/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/curing-concrete-in-summer-vs-winter/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/do-i-need-council-approval-driveway-nsw/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/driveway-crossover-cost-nsw/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/engineered-fill-and-why-new-estate-slabs-crack/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/exposed-aggregate-cost/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/exposed-aggregate-vs-stencil/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/honed-and-polished-concrete/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/how-long-before-you-can-drive-on-concrete/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/liverpool-council-vehicle-crossing/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,1,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,"verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; current Liverpool City Council vehicle-crossing specification, application, fees, inspections, widths and grades before this guide is published; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA","Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/non-slip-finishes-for-pools-and-slopes/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/reactive-clay-slabs-as2870/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/removing-oil-stains-and-tyre-marks-from-concrete/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/salinity-and-concrete-western-sydney/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/sealing-and-resealing-concrete/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/shed-slab-cost/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/site-classification-explained/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/sl72-vs-sl82-reinforcement/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/slab-thickness-for-driveways-vs-sheds/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/stencilled-vs-stamped-concrete-cost/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/what-actually-moves-a-concrete-quote/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/why-concrete-cracks/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/guides/wollondilly-council-driveway-crossing/,guide,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,1,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,"verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; current Wollondilly Shire Council vehicle-crossing specification, application, fees, inspections, widths and grades before this guide is published; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA","Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/concreters-appin/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/concreters-bargo/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/concreters-bradbury/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/concreters-bringelly/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,3,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; verified CoreX project in Bringelly; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/concreters-camden-park/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/concreters-camden-south/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
/concreters-campbelltown/,suburb,draft,"global staging: noindex,nofollow,noarchive; page: noindex,follow",0,0,0,no — number present,none in page content,yes — legal/operating identity; plus any listed page-specific evidence,no,verified legal/operating identity for CoreX Concreters Camden; ownership and call-routing proof for 03 4517 6915; page-specific publication-wave approval; authoritative media/Astra import and logged-out visual QA,"Keep draft; resolve page evidence and wave gate, then stage and QA before any status change."
